Myth Cloth Original Name,Base Name,Price (JPY),Price (JPY) Tax,Announcement (JPY),Preorder (JPY),Release (JPY),Distributor (MXN),Price (MXN),Preorder (MXN),Release (MXN),Link,Distribution,LineUp,Series,Group,Metal,OCE,Revival,Restock,PlainCloth,Broken,Golden,Gold,HK,Manga,Surplice,Set,Static,Anniversary,Remarks,Events,tags,Official Images,Other Images
Aries Shion and Pope Set (Surplice) ~Asia Version~ OCE,Aries Shion,"¥9,500","¥10,450",,,11/28/2008,,,,,,Tamashii Nations,Myth Cloth,Saint Seiya,Surplice Saint,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,TN 2008 in Asia,,,"https://imagizer.imageshack.com/img922/3852/wdrZD1.png,https://imagizer.imageshack.com/img923/3721/B0fZl8.png,https://imagizer.imageshack.com/img924/6406/arLuKL.png,https://imagizer.imageshack.com/img922/3154/TiC1Bx.jpg",
Sea Emperor Poseidon,Emperor Poseidon,"¥5,500","¥6,050",,,9/27/2008,,,,,https://tamashiiweb.com/item/936,Stores,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/3240/v0Veng.jpg,https://imagizer.imageshack.com/img924/9628/iZdmNg.jpg,https://imagizer.imageshack.com/img922/5513/wmi4sA.jpg",
Sea Emperor Poseidon ~Royal Ornament Edition~,Emperor Poseidon ~Royal Ornament Edition~,"¥10,000","¥11,000",,,9/27/2008,,,,,https://tamashiiweb.com/item/937,Stores,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/9917/rBdnAE.jpg,https://imagizer.imageshack.com/img922/9579/pPWKJm.jpg,https://imagizer.imageshack.com/img924/718/UfGnZc.jpg,https://imagizer.imageshack.com/img923/8051/9C1lo6.jpg,https://imagizer.imageshack.com/img922/969/fysktb.jpg,https://imagizer.imageshack.com/img922/7708/tSNvmB.jpg",
Limnades Kasa,Limnades Casa,"¥5,000","¥5,500",,,8/9/2008,,,,,https://tamashiiweb.com/item/910,Stores,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/6280/A34Pyc.jpg,https://imagizer.imageshack.com/img924/936/DCtmJC.jpg,https://imagizer.imageshack.com/img922/127/dTdYWX.jpg,https://imagizer.imageshack.com/img922/4895/kjBZtU.jpg,https://imagizer.imageshack.com/img922/5345/NvsZem.jpg,https://imagizer.imageshack.com/img922/1693/w5Fs61.jpg,https://imagizer.imageshack.com/img922/7460/RH8TVT.jpg",
Pegasus Seiya (God Cloth),Pegasus Seiya,"¥6,000","¥6,600",,,6/28/2008,DTM,,,,https://tamashiiweb.com/item/10119,Stores,Myth Cloth,Saint Seiya,Bronze Saint V4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/3972/l1vFAM.jpg,https://imagizer.imageshack.com/img922/8384/0QvE7F.jpg,https://imagizer.imageshack.com/img922/9001/fu2xFx.jpg,https://imagizer.imageshack.com/img924/3080/CWm7CN.jpg,https://imagizer.imageshack.com/img922/6529/OYaA5o.jpg,https://imagizer.imageshack.com/img924/3552/RFFEbH.jpg,https://imagizer.imageshack.com/img923/8606/3jgYlR.jpg",
Scylla Io,Scylla Io,"¥5,000","¥5,500",,,5/17/2008,DTM,,,,,Stores,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/6370/r1xTf6.jpg,https://imagizer.imageshack.com/img923/9919/Ye4YrJ.jpg,https://imagizer.imageshack.com/img922/1695/zutVTI.jpg,https://imagizer.imageshack.com/img924/5273/efEYJw.jpg,https://imagizer.imageshack.com/img924/8374/vtTjty.jpg,https://imagizer.imageshack.com/img923/6512/24i1xP.jpg,https://imagizer.imageshack.com/img924/3451/Te3Mmy.jpg",
Eta Benetnasch Mime,Eta Benetnasch Mime,"¥4,500","¥4,950",,,4/26/2008,DTM,,,,https://tamashiiweb.com/item/874,Stores,Myth Cloth,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/542/YtIwm2.jpg,https://imagizer.imageshack.com/img922/2378/ee94Fb.jpg,https://imagizer.imageshack.com/img924/4429/bU3xp5.jpg,https://imagizer.imageshack.com/img923/6859/1dDRxA.jpg,https://imagizer.imageshack.com/img924/4940/rmXsT0.jpg,https://imagizer.imageshack.com/img923/152/5hXkHJ.jpg,https://imagizer.imageshack.com/img922/6753/rCxl2J.jpg,https://imagizer.imageshack.com/img923/3450/X7sCW4.jpg",
Thanatos,Thanatos,"¥7,000","¥7,700",,,3/29/2008,DTM,,,,https://tamashiiweb.com/item/838,Stores,Myth Cloth,Saint Seiya,God,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/4436/a66QaM.jpg,https://imagizer.imageshack.com/img922/2352/cu4TN5.jpg,https://imagizer.imageshack.com/img924/3815/StxjPS.jpg,https://imagizer.imageshack.com/img924/1643/0UwpID.jpg,https://imagizer.imageshack.com/img924/517/5SQaIp.jpg,https://imagizer.imageshack.com/img923/984/eT5ZpL.jpg",
Golden Genealogy Pegasus Seiya,Pegasus Seiya,"¥15,000","¥16,500",,,3/22/2008,,,,,https://tamashiiweb.com/item/872,Stores,Myth Cloth,Saint Seiya,Bronze Saint V3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/4791/sWi2Ar.jpg,https://imagizer.imageshack.com/img922/1139/buxhRL.jpg,https://imagizer.imageshack.com/img924/5185/I2t40A.jpg,https://imagizer.imageshack.com/img924/7926/JQy69B.jpg,https://imagizer.imageshack.com/img922/9150/WzjTmq.jpg,https://imagizer.imageshack.com/img922/7306/jEMutH.jpg",
Aries Shion and Pope Set (Surplice),Aries Shion,"¥8,000","¥8,800",,,3/20/2008,,,,,,Tamashii Nations,Myth Cloth,Saint Seiya,Surplice Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,"This figure was sold exclusively as a commemorative item at TAMASHII NATION 2008, held from March 20 to March 23, 2008.",,,"https://imagizer.imageshack.com/img923/2702/rWaJNX.jpg,https://imagizer.imageshack.com/img922/905/PNMLfH.jpg,https://imagizer.imageshack.com/img924/5026/fBLQIT.jpg",
Aries Mu <Appendix>,Aries Mu,"¥2,200","¥2,420",,,2/21/2008,,,,,https://tamashiiweb.com/item/829,Stores,Appendix,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/3696/d8Z5l1.jpg,https://imagizer.imageshack.com/img923/5830/nb0F0e.jpg,https://imagizer.imageshack.com/img922/9159/Gbi58Y.jpg,https://imagizer.imageshack.com/img924/5818/L9ZIHO.jpg,https://imagizer.imageshack.com/img923/4645/LlIG7l.jpg,https://imagizer.imageshack.com/img922/8016/fw5rXA.jpg",
Leo Aiolia <Appendix>,Leo Aiolia,"¥1,800","¥1,980",,,2/21/2008,,,,,https://tamashiiweb.com/item/828,Stores,Appendix,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/6410/YejYv5.jpg,https://imagizer.imageshack.com/img923/5358/UaQEDk.jpg,https://imagizer.imageshack.com/img922/1180/NdP1oE.jpg,https://imagizer.imageshack.com/img924/4774/zpLLzn.jpg,https://imagizer.imageshack.com/img924/4983/MPN174.jpg,https://imagizer.imageshack.com/img922/6553/QGx8te.jpg,https://imagizer.imageshack.com/img923/5462/CWh1Dd.jpg",
Horse Byan,Horse Byan,"¥4,500","¥4,950",,,1/26/2008,DTM,,,,https://tamashiiweb.com/item/813,Stores,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/2703/iNv6GQ.jpg,https://imagizer.imageshack.com/img922/5683/cxpSd4.jpg,https://imagizer.imageshack.com/img924/2461/riFOaQ.jpg,https://imagizer.imageshack.com/img922/4949/hTEtW9.jpg,https://imagizer.imageshack.com/img923/7/IO25We.jpg,https://imagizer.imageshack.com/img924/513/9uS4tE.jpg,https://imagizer.imageshack.com/img922/1016/kyXS78.jpg",
Beta Merak Hagen,Beta Merak Hagen,"¥4,800","¥5,280",,,12/22/2007,DTM,,,,https://tamashiiweb.com/item/805,Stores,Myth Cloth,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/2723/h3RDyY.jpg,https://imagizer.imageshack.com/img922/1747/3FFIQ9.jpg,https://imagizer.imageshack.com/img923/650/ODK2pR.jpg,https://imagizer.imageshack.com/img924/4241/RPvyzE.jpg,https://imagizer.imageshack.com/img923/9747/UlRVjK.jpg,https://imagizer.imageshack.com/img922/3636/VcXfkl.jpg,https://imagizer.imageshack.com/img922/3314/uYkqKf.jpg",
Bronze Saint Five Warriors Gathered,Bronze Saint Five Warriors Gathered,"¥20,000","¥22,000",,,12/6/2007,,,,,https://tamashiiweb.com/item/799,Stores,Myth Cloth,Saint Seiya,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/7383/qIoyNi.jpg,https://imagizer.imageshack.com/img924/9957/lAW9jg.jpg,https://imagizer.imageshack.com/img923/8504/6zRW1D.jpg,https://imagizer.imageshack.com/img922/1691/9LLcVr.jpg,https://imagizer.imageshack.com/img924/365/A75Nap.jpg,https://imagizer.imageshack.com/img924/6672/nJ8AEJ.jpg,https://imagizer.imageshack.com/img923/1156/UwpIBK.jpg,https://imagizer.imageshack.com/img922/8047/ssmZBe.jpg,https://imagizer.imageshack.com/img924/9346/TQEcnk.jpg,https://imagizer.imageshack.com/img923/5369/lume7s.jpg,https://imagizer.imageshack.com/img923/3630/Sgjb7g.jpg,https://imagizer.imageshack.com/img923/5670/rx3FHS.jpg,https://imagizer.imageshack.com/img923/7939/FGn2x3.jpg,https://imagizer.imageshack.com/img922/5505/dCj9RB.jpg,https://imagizer.imageshack.com/img923/6505/pzOj0q.jpg,https://imagizer.imageshack.com/img922/1909/ibZykN.jpg",
Dragon Shiryu (plain clothes) <Appendix>,Dragon Shiryu,"¥3,400","¥3,740",,,11/23/2007,,,,,https://tamashiiweb.com/item/793,Stores,Appendix,Saint Seiya,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/2871/uw1mIA.jpg,https://imagizer.imageshack.com/img923/4059/Shb466.jpg,https://imagizer.imageshack.com/img924/522/Nbj5Ew.jpg,https://imagizer.imageshack.com/img922/8984/jnCGXs.jpg",
Pegasus Seiya (plain cloths) <Appendix>,Pegasus Seiya,"¥3,400","¥3,740",,,11/23/2007,,,,,https://tamashiiweb.com/item/792,Stores,Appendix,Saint Seiya,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/605/CA9hL2.jpg,https://imagizer.imageshack.com/img922/4176/dlfc5L.jpg,https://imagizer.imageshack.com/img922/3946/3J3tV3.jpg,https://imagizer.imageshack.com/img924/5762/Lsw62o.jpg",
Master Crystal,Master Crystal,"¥5,000","¥5,500",,,11/17/2007,,,,,,Other Limited Edition,Myth Cloth,Saint Seiya,Silver Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,https://imagizer.imageshack.com/img924/7453/YVELzN.jpg,
Chrysaor Krishna,Chrysaor Krishna,"¥4,500","¥4,950",,,10/25/2007,DTM,,,,https://tamashiiweb.com/item/781,Stores,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/5586/oFKKNX.jpg,https://imagizer.imageshack.com/img924/97/zP4sgq.jpg,https://imagizer.imageshack.com/img923/5367/UU5QNC.jpg,https://imagizer.imageshack.com/img924/2962/7vdUt1.jpg,https://imagizer.imageshack.com/img922/3250/mDWL7f.jpg,https://imagizer.imageshack.com/img923/9764/Z5vU6s.jpg,https://imagizer.imageshack.com/img922/3184/9pnsTA.jpg",
Zeta Mizar Syd,Zeta Alcord Syd,"¥4,500","¥4,950",,,9/14/2007,DTM,,,,https://tamashiiweb.com/item/771,Stores,Myth Cloth,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/6418/BQ6vvM.jpg,https://imagizer.imageshack.com/img922/2661/h9aG2R.jpg,https://imagizer.imageshack.com/img923/7605/cvizvG.jpg,https://imagizer.imageshack.com/img923/1/mAp1nc.jpg,https://imagizer.imageshack.com/img923/7840/JmA9PZ.jpg,https://imagizer.imageshack.com/img923/4338/VclpY4.jpg,https://imagizer.imageshack.com/img924/4484/aqrYv1.jpg,https://imagizer.imageshack.com/img922/8426/ouinyg.jpg",
Hades Shun,Hades Shun,"¥3,500","¥3,850",,,9/10/2007,DTM,,,,,Other Limited Edition,Myth Cloth,Saint Seiya,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/11/enwRvK.jpg,https://imagizer.imageshack.com/img924/4940/vqXlMN.jpg,https://imagizer.imageshack.com/img923/2461/IDFDeS.jpg,https://imagizer.imageshack.com/img923/6006/jDNn5p.jpg,https://imagizer.imageshack.com/img924/1175/E5NclA.jpg,https://imagizer.imageshack.com/img923/4721/2ia8KV.jpg,https://imagizer.imageshack.com/img922/2015/a7vs2D.jpg",
Siren Sorrento,Siren Sorrento,"¥4,500","¥4,950",,,8/9/2007,DTM,,,,https://tamashiiweb.com/item/762,Stores,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/3379/2IKJ63.jpg,https://imagizer.imageshack.com/img922/7003/QTATIo.jpg,https://imagizer.imageshack.com/img923/5929/bgeODj.jpg,https://imagizer.imageshack.com/img924/9508/6eUPJP.jpg,https://imagizer.imageshack.com/img923/7109/FOqUzj.jpg,https://imagizer.imageshack.com/img924/2865/9SqsQN.jpg",
Dedicated Display Stand B,Dedicated Display Stand B,"¥1,300","¥1,430",,,7/12/2007,,,,,https://tamashiiweb.com/item/745,Stores,Myth Cloth,Saint Seiya,Accessories,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/4807/1X7opS.jpg,https://imagizer.imageshack.com/img924/9724/4Qhvja.jpg,https://imagizer.imageshack.com/img922/8728/4HYZai.jpg,https://imagizer.imageshack.com/img924/3100/qctQxX.jpg",
Aries Shion (Surplice),Aries Shion,"¥4,500","¥4,950",,,6/27/2007,DTM,,,,https://tamashiiweb.com/item/735,Stores,Myth Cloth,Saint Seiya,Surplice Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/1732/0JO8EJ.jpg,https://imagizer.imageshack.com/img924/3461/1gMHVU.jpg,https://imagizer.imageshack.com/img924/104/QGjfyc.jpg,https://imagizer.imageshack.com/img922/7392/o4Wyxr.jpg,https://imagizer.imageshack.com/img922/9711/6DIUcU.jpg,https://imagizer.imageshack.com/img922/9333/ofaIOh.jpg",
Pegasus Seiya (Final Bronze Cloth) <Appendix>,Pegasus Seiya,"¥1,800","¥1,980",,,3/26/2007,DTM,,,,https://tamashiiweb.com/item/702,Stores,Appendix,Saint Seiya,Bronze Saint V3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/7193/jdGZW6.jpg,https://imagizer.imageshack.com/img923/9158/CXnUt2.jpg,https://imagizer.imageshack.com/img924/3944/mpnC4p.jpg,https://imagizer.imageshack.com/img924/7012/Iohu1b.jpg,https://imagizer.imageshack.com/img922/4774/lkVlD5.jpg",
Phoenix Ikki ~Final Bronze Cloth~,Phoenix Ikki,"¥3,800","¥4,180",,,3/30/2007,DTM,,,,https://tamashiiweb.com/item/701,Stores,Myth Cloth,Saint Seiya,Bronze Saint V3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/7403/YdYA1n.jpg,https://imagizer.imageshack.com/img924/9230/ya4UUI.jpg,https://imagizer.imageshack.com/img922/1484/brPn47.jpg,https://imagizer.imageshack.com/img922/8549/XbzQyn.jpg,https://imagizer.imageshack.com/img923/9270/QZqHCp.jpg,https://imagizer.imageshack.com/img924/7744/d48o5V.jpg,https://imagizer.imageshack.com/img923/927/rGikcE.jpg,https://imagizer.imageshack.com/img922/4632/LubPSB.jpg,https://imagizer.imageshack.com/img923/5672/7uS1zo.jpg",
Wyvern Rhadamanthys <Appendix>,Wyvern Rhadamanthys,"¥1,800","¥1,980",,,3/26/2007,DTM,,,,https://tamashiiweb.com/item/705,Stores,Appendix,Saint Seiya,Judge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/3573/oRFyLU.jpg,https://imagizer.imageshack.com/img922/5997/XQfWDq.jpg,https://imagizer.imageshack.com/img924/3504/xmBUcQ.jpg,https://imagizer.imageshack.com/img923/3927/wrErR9.jpg",
Gemini Saga - Gemini Kanon <Appendix>,Gemini Saga - Gemini Kanon,"¥1,800","¥1,980",,,3/26/2007,DTM,,,,https://tamashiiweb.com/item/704,Stores,Appendix,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/180/mKCAlQ.jpg,https://imagizer.imageshack.com/img923/3066/7rndTg.jpg,https://imagizer.imageshack.com/img922/8749/cmKKyc.jpg,https://imagizer.imageshack.com/img923/4833/Rg5lon.jpg",
Virgo Shaka <Appendix>,Virgo Shaka,"¥1,800","¥1,980",,,3/26/2007,DTM,,,,https://tamashiiweb.com/item/703,Stores,Appendix,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/3413/7uAifG.jpg,https://imagizer.imageshack.com/img923/9965/lNyepK.jpg,https://imagizer.imageshack.com/img922/3235/ZEfccj.jpg,https://imagizer.imageshack.com/img923/3070/ouSyfa.jpg",
Sea Dragon Kanon,Sea Dragon Kanon,"¥5,500","¥6,050",,,2/27/2007,DTM,,,,https://tamashiiweb.com/item/686,Stores,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/5272/j9i30o.jpg,https://imagizer.imageshack.com/img923/4599/REJswX.jpg,https://imagizer.imageshack.com/img922/9099/zDign3.jpg,https://imagizer.imageshack.com/img922/5621/4cY58Q.jpg,https://imagizer.imageshack.com/img924/5093/yGQqe6.jpg,https://imagizer.imageshack.com/img922/5692/XW9uVO.jpg,https://imagizer.imageshack.com/img923/7178/amFICG.jpg",
Kraken Isaac,Kraken Isaac,"¥4,500","¥4,950",,,12/28/2006,DTM,,,,https://tamashiiweb.com/item/667,Stores,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/8817/qooM5K.jpg,https://imagizer.imageshack.com/img922/8445/cBUQnl.jpg,https://imagizer.imageshack.com/img923/7686/Y4ZprC.jpg,https://imagizer.imageshack.com/img922/1129/em7eLa.jpg,https://imagizer.imageshack.com/img923/4007/CJYHDH.jpg",
Griffin Minos,Griffin Minos,"¥4,800","¥5,280",,,11/26/2006,DTM,,,,https://tamashiiweb.com/item/646,Stores,Myth Cloth,Saint Seiya,Judge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/1843/9u4HGy.jpg,https://imagizer.imageshack.com/img923/3259/GQAr5C.jpg,https://imagizer.imageshack.com/img922/2916/WtPbMl.jpg,https://imagizer.imageshack.com/img924/7150/GzAMVx.jpg",
Pandora,Pandora,"¥3,500","¥3,850",,,11/1/2006,DTM,,,,,Other Limited Edition,Myth Cloth,Saint Seiya,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/9052/eAcUch.jpg,https://imagizer.imageshack.com/img924/7306/9y5ovQ.jpg,https://imagizer.imageshack.com/img923/9339/TWn2o7.jpg,https://imagizer.imageshack.com/img924/4672/hBPXUn.jpg,https://imagizer.imageshack.com/img922/1738/fzCX2P.jpg",
Bear Geki,Bear Geki,"¥4,000","¥4,400",,,10/28/2006,DTM,,,,https://tamashiiweb.com/item/635,Stores,Myth Cloth,Saint Seiya,Secondary Bronze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/3135/ZPxHld.jpg,https://imagizer.imageshack.com/img924/79/1jjBzD.jpg,https://imagizer.imageshack.com/img924/7596/9theFx.jpg,https://imagizer.imageshack.com/img923/1548/CNjATd.jpg,https://imagizer.imageshack.com/img923/8131/ok9x7q.jpg,https://imagizer.imageshack.com/img923/9533/YpSifu.jpg,https://imagizer.imageshack.com/img924/2418/HOkgKt.jpg",
Alpha Dubhe Siegfried,Alpha Dubhe Siegfried,"¥4,500","¥4,950",,,9/29/2006,DTM,,,,https://tamashiiweb.com/item/622,Stores,Myth Cloth,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/8938/VxsE8w.jpg,https://imagizer.imageshack.com/img924/122/8iwntn.jpg,https://imagizer.imageshack.com/img924/7223/joUoef.jpg,https://imagizer.imageshack.com/img922/9282/ivdOTl.jpg,https://imagizer.imageshack.com/img923/4964/7pdW5t.jpg,https://imagizer.imageshack.com/img923/2218/nkaTrE.jpg",
Andromeda Shun ~Final Bronze Cloth~,Andromeda Shun,"¥3,800","¥4,180",,,8/31/2006,DTM,,,,https://tamashiiweb.com/item/608,Stores,Myth Cloth,Saint Seiya,Bronze Saint V3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/7937/yi49Va.jpg,https://imagizer.imageshack.com/img922/2916/NxnrSU.jpg,https://imagizer.imageshack.com/img923/2630/IiSuUk.jpg,https://imagizer.imageshack.com/img924/809/Xc03P1.jpg,https://imagizer.imageshack.com/img924/7351/35I4Kh.jpg",
Dedicated Display Stand,Dedicated Display Stand,"¥1,300","¥1,430",,,7/27/2006,,,,,https://tamashiiweb.com/item/596,Stores,Myth Cloth,Saint Seiya,Accessories,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/5821/ch0qu0.jpg,https://imagizer.imageshack.com/img924/9092/3FDhDg.jpg,https://imagizer.imageshack.com/img923/1482/b3I44P.jpg,https://imagizer.imageshack.com/img924/9859/iRLCkB.jpg",
Lyra Orpheus,Lyra Orpheus,"¥3,800","¥4,180",,,6/30/2006,DTM,,,,https://tamashiiweb.com/item/585,Stores,Myth Cloth,Saint Seiya,Silver Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/514/H6R7g0.jpg,https://imagizer.imageshack.com/img924/820/fPRrd3.jpg,https://imagizer.imageshack.com/img923/3310/ry2xC7.jpg,https://imagizer.imageshack.com/img923/6219/tR9jIX.jpg",
Garuda Aiacos,Garuda Aiacos,"¥4,500","¥4,950",,,5/27/2006,DTM,,,,https://tamashiiweb.com/item/573,Stores,Myth Cloth,Saint Seiya,Judge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/9746/W034Qc.jpg,https://imagizer.imageshack.com/img924/3154/ihnx7F.jpg,https://imagizer.imageshack.com/img923/3110/rroZsr.jpg,https://imagizer.imageshack.com/img922/2205/UCPyZ1.jpg,https://imagizer.imageshack.com/img923/9728/Mak3OM.jpg,https://imagizer.imageshack.com/img922/8325/cwdSpS.jpg",
Wolf Nachi ,Wolf Nachi,"¥3,600","¥3,960",,,4/23/2006,,,,,https://tamashiiweb.com/item/566,Stores,Myth Cloth,Saint Seiya,Secondary Bronze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/5016/4SmdHv.jpg,https://imagizer.imageshack.com/img922/6041/021uqh.jpg,https://imagizer.imageshack.com/img923/8616/pPx8u5.jpg,https://imagizer.imageshack.com/img922/79/Kl5yDL.jpg,https://imagizer.imageshack.com/img923/9878/5wPJMu.jpg,https://imagizer.imageshack.com/img924/6937/4WMIIA.jpg,https://imagizer.imageshack.com/img923/7880/uIM0G2.jpg",
